,test,pred
2141,0,0
2142,0,0
2143,1,1
2144,0,0
2145,0,1
2146,0,1
2147,0,0
2148,0,1
2149,0,0
2150,0,0
2151,0,0
2152,0,1
2153,0,0
2154,1,1
2155,0,1
2156,0,0
2157,0,1
2158,0,1
2159,1,1
2160,0,0
2161,0,1
2162,0,0
2163,0,0
2164,0,1
2165,0,0
2166,1,1
2167,0,1
2168,0,0
2169,0,0
2170,0,0
2171,1,1
2172,0,0
2173,0,1
2174,0,0
2175,0,0
2176,0,1
2177,0,1
2178,0,0
2179,0,1
2180,0,0
2181,0,1
2182,0,0
2183,0,0
2184,0,0
2185,0,0
2186,0,0
2187,0,1
2188,0,1
2189,0,0
2190,0,0
2191,0,0
2192,0,1
2193,0,0
2194,0,1
2195,0,0
2196,1,0
2197,1,1
2198,1,0
2199,0,1
2200,0,0
2201,0,0
2202,0,0
2203,0,1
2204,0,0
2205,0,0
2206,0,1
2207,0,1
2208,0,0
2209,0,1
2210,0,1
2211,0,0
2212,0,0
2213,0,1
2214,1,1
2215,0,1
2216,0,0
2217,0,1
2218,0,1
2219,0,1
2220,0,0
2221,0,0
2222,0,0
2223,1,1
2224,0,1
2225,0,1
2226,0,0
2227,0,0
2228,0,0
2229,0,0
2230,0,1
2231,0,1
2232,0,0
2233,0,0
2234,0,0
2235,0,0
2236,0,0
2237,0,0
2238,0,0
2239,0,0
2240,1,0
2241,1,1
2242,0,1
2243,0,0
2244,0,0
2245,0,0
2246,0,0
2247,0,1
2248,1,0
2249,0,0
2250,0,0
2251,0,0
2252,0,0
2253,0,0
2254,0,0
2255,1,1
2256,0,0
2257,1,1
2258,0,1
2259,0,0
2260,0,0
2261,0,0
2262,0,0
2263,0,0
2264,0,0
2265,0,0
2266,0,0
2267,1,0
2268,0,0
2269,1,0
2270,0,0
2271,0,1
2272,0,1
2273,0,0
2274,0,0
2275,0,0
2276,0,0
2277,1,0
2278,0,0
2279,0,0
2280,0,1
2281,0,0
2282,0,0
2283,0,0
2284,0,0
2285,0,1
2286,0,0
2287,0,1
2288,0,1
2289,0,1
2290,0,0
2291,0,1
2292,1,1
2293,0,1
2294,0,0
2295,0,0
2296,0,0
2297,0,0
2298,0,0
2299,0,1
2300,0,0
2301,0,0
2302,0,0
2303,0,0
2304,0,0
2305,0,0
2306,0,0
2307,0,0
2308,0,1
2309,0,0
2310,0,0
2311,0,0
2312,0,0
2313,0,0
2314,0,0
2315,0,0
2316,0,0
2317,0,0
2318,0,1
2319,1,1
2320,0,0
2321,0,0
2322,0,0
2323,1,1
2324,0,0
2325,0,0
2326,0,0
2327,0,1
2328,1,1
2329,0,0
2330,0,0
2331,0,0
2332,1,1
2333,0,0
2334,0,1
2335,0,0
2336,1,0
2337,0,1
2338,0,1
2339,0,0
2340,0,0
2341,0,1
2342,0,0
2343,0,0
2344,0,1
2345,0,0
2346,0,0
2347,0,0
2348,0,1
2349,1,1
2350,0,0
2351,1,1
2352,0,1
2353,0,0
2354,0,1
2355,0,1
2356,0,0
2357,0,1
2358,0,0
2359,0,0
2360,0,0
2361,0,1
2362,0,0
2363,0,1
2364,0,0
2365,0,0
2366,0,0
2367,0,0
2368,1,1
2369,0,0
2370,1,1
2371,0,0
2372,0,0
2373,0,1
2374,0,0
2375,0,1
2376,0,0
2377,0,0
2378,0,0
2379,0,1
2380,0,1
2381,1,0
2382,0,0
2383,0,0
2384,0,0
2385,0,0
2386,0,1
2387,0,0
2388,0,0
2389,0,0
2390,1,1
2391,1,1
2392,0,0
2393,0,0
2394,0,1
2395,1,1
2396,0,0
2397,0,0
2398,0,0
2399,0,1
2400,0,0
2401,1,0
2402,0,1
2403,0,0
2404,0,1
2405,0,0
2406,0,0
2407,0,0
2408,0,0
2409,0,0
2410,1,1
2411,0,0
2412,0,0
2413,0,0
2414,0,0
2415,0,1
2416,0,0
2417,0,0
2418,0,0
2419,0,1
2420,0,0
2421,0,0
2422,1,1
2423,0,0
2424,0,0
2425,0,0
2426,0,1
2427,0,0
2428,0,0
2429,0,0
2430,0,0
2431,1,0
2432,1,0
2433,1,1
2434,0,0
2435,0,0
2436,0,0
2437,0,0
2438,0,0
2439,0,0
2440,0,1
2441,0,0
2442,0,1
2443,0,1
2444,0,0
2445,0,0
2446,0,0
2447,1,1
2448,0,0
2449,0,0
2450,0,0
2451,1,1
2452,0,1
2453,0,0
2454,0,1
2455,0,0
2456,0,0
2457,0,0
2458,0,1
2459,0,0
2460,0,0
2461,0,0
2462,1,0
2463,0,0
2464,0,0
2465,1,1
2466,0,0
2467,0,0
2468,0,1
2469,0,0
2470,0,1
2471,0,0
2472,0,0
2473,0,0
2474,0,0
2475,0,0
2476,1,0
2477,0,0
2478,0,0
2479,0,0
2480,0,0
2481,0,0
2482,1,1
2483,1,1
2484,0,0
2485,1,1
2486,0,0
2487,0,0
2488,0,0
2489,0,0
2490,0,0
2491,0,1
2492,0,0
2493,0,0
2494,0,0
2495,0,1
2496,0,0
2497,0,0
2498,0,0
2499,0,0
2500,0,1
2501,0,0
2502,0,0
2503,0,0
2504,0,0
2505,0,0
2506,0,0
2507,0,1
2508,0,0
2509,0,0
2510,0,0
2511,0,0
2512,0,0
2513,1,1
2514,0,1
2515,0,0
2516,0,0
2517,0,0
2518,0,0
2519,0,0
2520,0,0
2521,0,1
2522,0,0
2523,0,0
2524,0,0
2525,1,1
2526,0,0
2527,1,0
2528,0,0
2529,0,0
2530,0,0
2531,0,1
2532,1,0
2533,0,0
2534,0,1
2535,0,0
2536,1,1
2537,0,0
2538,0,0
2539,0,0
2540,1,0
2541,0,1
2542,0,0
2543,1,1
2544,1,1
2545,0,1
2546,0,0
2547,0,0
2548,0,1
2549,0,1
2550,0,0
2551,0,0
2552,0,0
2553,0,0
2554,0,0
2555,0,0
2556,0,1
2557,0,1
2558,0,1
2559,0,0
2560,0,1
2561,0,0
2562,0,0
2563,0,1
2564,0,0
2565,0,0
2566,0,0
2567,1,1
2568,0,1
2569,0,0
2570,0,1
2571,1,0
2572,0,0
2573,0,0
2574,0,1
2575,0,0
2576,0,0
2577,0,0
2578,0,0
2579,0,1
2580,0,1
2581,0,0
2582,0,0
2583,0,1
2584,0,0
2585,0,1
2586,0,0
2587,0,0
2588,0,0
2589,0,0
2590,0,0
2591,0,0
2592,0,0
2593,0,0
2594,0,1
2595,0,0
2596,0,0
2597,0,1
2598,1,1
2599,0,1
2600,0,1
2601,0,1
2602,0,0
2603,0,1
2604,0,0
2605,0,0
2606,0,0
2607,0,0
2608,1,1
2609,0,0
2610,0,0
2611,0,0
2612,0,1
2613,0,1
2614,0,1
2615,0,1
2616,0,0
2617,0,1
2618,0,0
2619,0,0
2620,0,0
2621,0,0
2622,0,1
2623,0,0
2624,0,0
2625,0,0
2626,1,1
2627,1,1
2628,0,0
2629,0,0
2630,0,0
2631,0,0
2632,0,0
2633,0,0
2634,0,1
2635,0,0
2636,1,1
2637,0,0
2638,0,0
2639,1,1
2640,0,0
2641,0,1
2642,0,0
2643,0,0
2644,0,0
2645,0,1
2646,0,1
2647,0,0
2648,0,1
2649,0,0
2650,0,1
2651,0,0
2652,0,1
2653,0,0
2654,0,1
2655,0,1
2656,0,0
2657,0,1
2658,0,0
2659,0,0
2660,0,0
2661,0,1
2662,0,0
2663,0,0
2664,0,0
2665,0,0
2666,0,0
2667,0,1
2668,0,0
2669,0,0
2670,0,0
2671,0,1
2672,0,0
2673,0,0
2674,0,1
2675,0,0
2676,0,1
2677,0,0
2678,0,1
2679,0,0
2680,0,0
2681,1,1
2682,0,0
2683,0,0
2684,0,1
2685,0,0
2686,1,1
2687,1,1
2688,0,1
2689,0,1
2690,0,0
2691,0,0
2692,1,0
2693,0,0
2694,0,0
2695,0,1
2696,0,0
2697,0,0
2698,0,1
2699,0,0
2700,0,0
2701,0,0
2702,0,0
2703,0,0
2704,0,1
2705,0,0
2706,1,1
2707,0,0
2708,0,0
2709,1,0
2710,0,1
2711,0,1
2712,0,0
2713,0,0
2714,1,1
2715,0,0
2716,0,0
2717,0,0
2718,0,1
2719,0,0
2720,1,1
2721,0,0
2722,0,0
2723,0,0
2724,0,0
2725,0,0
2726,0,0
2727,0,1
2728,0,0
2729,0,0
2730,0,0
2731,0,0
2732,0,1
2733,0,0
2734,0,0
2735,0,0
2736,0,0
2737,1,1
2738,1,1
2739,0,0
2740,0,0
2741,0,0
2742,0,0
2743,0,0
2744,0,0
2745,0,0
2746,0,1
2747,0,0
2748,0,0
2749,0,0
2750,0,1
2751,0,0
2752,0,0
2753,0,0
2754,0,0
2755,0,0
2756,0,1
2757,0,1
2758,0,1
2759,0,0
2760,0,0
2761,0,0
2762,0,0
2763,1,1
2764,0,1
2765,0,0
2766,0,1
2767,0,0
2768,0,0
2769,0,1
2770,0,1
2771,0,0
2772,0,0
2773,0,0
2774,0,0
2775,1,1
2776,0,1
2777,0,0
2778,0,0
2779,0,0
2780,0,0
2781,0,0
2782,1,1
2783,0,0
2784,0,1
2785,0,1
2786,1,0
2787,0,0
2788,0,0
2789,0,0
2790,0,0
2791,0,0
2792,0,0
2793,0,1
2794,0,0
2795,0,0
2796,0,0
2797,0,0
2798,0,0
2799,0,0
2800,0,0
2801,0,1
2802,0,0
2803,1,1
2804,0,0
2805,0,0
2806,0,0
2807,0,0
2808,1,1
2809,0,0
2810,0,0
2811,0,0
2812,0,0
2813,0,1
2814,0,1
2815,0,0
2816,0,0
2817,1,1
2818,0,0
2819,0,0
2820,0,1
2821,0,0
2822,0,0
2823,0,0
2824,0,1
2825,0,1
2826,0,0
2827,0,0
2828,0,1
2829,0,0
2830,0,0
2831,1,1
2832,0,0
2833,0,0
2834,0,0
2835,0,0
2836,0,0
2837,0,0
2838,0,0
2839,0,0
2840,0,0
2841,0,0
2842,0,0
2843,0,0
2844,1,1
2845,0,1
2846,0,0
2847,1,1
2848,0,0
2849,0,1
2850,0,0
2851,0,1
2852,0,0
2853,1,1
2854,0,1
2855,0,0
2856,0,0
2857,0,0
2858,0,0
2859,0,0
2860,0,0
2861,0,0
2862,0,0
2863,0,1
2864,0,0
2865,0,1
2866,0,1
2867,0,1
2868,0,1
2869,0,0
2870,0,0
2871,0,0
2872,0,0
2873,0,0
2874,0,0
2875,0,0
2876,0,0
2877,0,0
2878,0,0
2879,0,0
2880,0,0
2881,0,0
2882,1,1
2883,0,1
2884,0,0
2885,0,1
2886,1,1
2887,0,0
2888,1,0
2889,0,0
2890,0,0
2891,0,0
2892,0,0
2893,0,0
2894,1,1
2895,1,0
2896,0,0
2897,0,1
2898,0,0
2899,0,0
2900,0,0
2901,0,0
2902,0,1
2903,0,1
2904,0,1
2905,0,0
2906,0,0
2907,0,1
2908,0,1
2909,0,0
2910,0,1
2911,0,0
2912,0,1
2913,0,0
2914,0,0
2915,0,0
2916,0,0
2917,0,0
2918,0,0
2919,0,1
2920,0,0
2921,0,0
2922,0,0
2923,0,1
2924,0,0
2925,0,0
2926,0,0
2927,0,1
2928,0,0
2929,1,1
2930,0,0
2931,0,0
2932,0,0
2933,1,1
2934,0,1
2935,0,0
2936,0,0
2937,0,0
2938,0,0
2939,1,1
2940,0,0
2941,0,0
2942,0,0
2943,1,1
2944,0,0
2945,0,1
2946,0,0
2947,0,0
2948,0,0
2949,1,1
2950,0,1
2951,0,0
2952,0,0
2953,1,1
2954,0,0
2955,0,0
2956,0,1
2957,0,0
2958,0,0
2959,0,0
2960,0,1
2961,0,0
2962,0,1
2963,0,1
2964,0,0
2965,0,1
2966,0,0
2967,0,0
2968,0,1
2969,0,0
2970,0,0
2971,0,0
2972,0,1
2973,0,1
2974,0,0
2975,0,0
2976,0,0
2977,0,1
2978,0,0
2979,0,0
2980,0,0
2981,0,1
2982,0,0
2983,0,0
2984,0,0
2985,0,1
2986,0,0
2987,0,0
2988,0,1
2989,0,1
2990,0,0
2991,0,0
2992,0,0
2993,0,0
2994,0,1
2995,0,0
2996,0,0
2997,0,0
2998,0,0
2999,0,0
3000,0,1
3001,1,1
3002,0,0
3003,0,0
3004,0,0
3005,0,0
3006,1,0
3007,0,0
3008,0,0
3009,0,0
3010,0,1
3011,0,0
3012,1,1
3013,0,1
3014,0,1
3015,0,1
3016,0,1
3017,0,1
3018,0,0
3019,0,1
3020,0,0
3021,0,1
3022,0,1
3023,0,0
3024,0,0
3025,0,0
3026,0,0
3027,0,0
3028,0,0
3029,0,0
3030,0,0
3031,0,0
3032,0,1
3033,0,1
3034,0,1
3035,0,1
3036,1,1
3037,0,0
3038,0,0
3039,1,1
3040,1,1
3041,0,1
3042,1,1
3043,0,0
3044,0,1
3045,0,1
3046,0,0
3047,0,1
3048,0,0
3049,0,0
3050,1,0
3051,0,0
3052,0,1
3053,0,0
3054,0,0
3055,1,1
3056,0,0
3057,0,0
3058,0,0
3059,1,1
3060,0,1
3061,0,0
3062,0,0
3063,0,0
3064,0,0
3065,1,1
3066,0,0
3067,0,0
3068,0,0
3069,0,0
3070,0,0
3071,1,0
3072,0,0
3073,0,0
3074,0,0
3075,0,0
3076,0,0
3077,0,0
3078,0,0
3079,0,1
3080,0,0
3081,0,1
3082,0,0
3083,0,0
3084,0,0
3085,0,0
3086,0,0
3087,0,0
3088,0,0
3089,0,0
3090,0,1
3091,0,0
3092,0,0
3093,0,0
3094,0,0
3095,0,0
3096,0,1
3097,0,0
3098,0,1
3099,0,1
3100,0,0
3101,1,1
3102,1,1
3103,0,1
3104,1,1
3105,0,0
3106,0,0
3107,0,1
3108,0,0
3109,0,1
3110,0,0
3111,0,1
3112,0,0
3113,0,0
3114,0,1
3115,0,1
3116,0,0
3117,0,0
3118,1,1
3119,0,0
3120,0,0
3121,0,1
3122,0,0
3123,0,0
3124,0,0
3125,0,0
3126,0,0
3127,0,0
3128,1,1
3129,0,1
3130,0,0
3131,0,0
3132,0,0
3133,0,0
3134,0,0
3135,1,0
3136,0,0
3137,0,1
3138,0,0
3139,0,0
3140,0,1
3141,0,1
3142,0,0
3143,0,0
3144,0,0
3145,0,0
3146,0,0
3147,0,0
3148,0,0
3149,0,0
3150,0,0
3151,0,0
3152,0,1
3153,0,0
3154,0,1
3155,0,1
3156,0,1
3157,0,0
3158,0,0
3159,0,1
3160,0,0
3161,0,1
3162,0,0
3163,0,1
3164,0,1
3165,0,0
3166,0,0
3167,0,1
3168,0,0
3169,0,0
3170,0,0
3171,0,0
3172,1,1
3173,0,1
3174,1,1
3175,0,0
3176,0,1
3177,0,1
3178,1,1
3179,1,0
3180,1,1
3181,1,1
3182,0,0
3183,0,1
3184,1,1
3185,0,0
3186,0,1
3187,0,0
3188,0,0
3189,0,1
3190,0,1
3191,0,0
3192,0,0
3193,0,1
3194,0,0
3195,1,1
3196,0,1
3197,0,0
3198,0,0
3199,0,0
3200,0,1
3201,0,0
3202,0,1
3203,1,1
3204,0,1
3205,0,0
3206,0,0
3207,0,1
3208,0,1
3209,0,1
3210,0,1
3211,0,0
3212,0,1
3213,0,1
3214,1,1
3215,0,1
3216,0,0
3217,0,1
3218,0,1
3219,0,0
3220,0,0
3221,0,0
3222,0,1
3223,0,0
3224,0,0
3225,0,0
3226,1,1
3227,0,0
3228,0,0
3229,0,0
3230,0,1
3231,0,0
3232,0,1
3233,0,0
3234,0,0
3235,0,1
3236,0,0
3237,0,1
3238,0,1
3239,0,0
3240,0,0
3241,0,1
3242,0,1
3243,0,0
3244,0,0
3245,0,0
3246,0,1
3247,0,1
3248,0,0
3249,0,0
3250,0,0
3251,0,1
3252,0,0
3253,0,0
3254,0,0
3255,0,1
3256,0,0
3257,0,0
3258,0,1
3259,0,0
3260,1,0
3261,0,0
3262,0,0
3263,1,1
3264,0,0
3265,0,0
3266,0,0
3267,0,1
3268,0,0
3269,0,0
3270,0,0
3271,0,0
3272,0,0
3273,0,1
3274,0,1
3275,0,0
3276,0,1
3277,0,0
3278,0,1
3279,0,1
3280,0,0
3281,0,0
3282,0,1
3283,0,0
3284,0,1
3285,0,1
3286,0,0
3287,0,0
3288,0,1
3289,0,0
3290,0,1
3291,0,0
3292,0,0
3293,1,1
3294,0,1
3295,0,0
3296,1,1
3297,0,0
3298,0,1
3299,0,1
3300,0,0
3301,0,1
3302,0,0
3303,0,1
3304,0,0
3305,0,0
3306,0,0
3307,0,0
3308,0,0
3309,0,0
3310,0,0
3311,0,1
3312,0,0
3313,0,0
3314,0,0
3315,1,1
3316,1,1
3317,0,0
3318,0,0
3319,0,0
3320,0,0
3321,0,1
3322,0,0
3323,0,0
3324,0,0
3325,0,0
3326,0,0
3327,0,1
3328,0,0
3329,0,0
3330,0,0
3331,0,0
3332,0,0
3333,0,1
3334,0,0
3335,0,1
3336,0,1
3337,0,1
3338,0,0
3339,0,0
3340,0,0
3341,0,0
3342,0,1
3343,0,0
3344,0,0
